商品名称,物品编号,物品名称,单耗,单位
值得拥有的套装5（原价）,PA99001,16A 冷杯,1.0,pc
值得拥有的套装5（原价）,BE01004,百事可乐原味,25.0,g
值得拥有的套装5（原价）,PA99024,PLA尖头吸管,1.0,pc
值得拥有的套装5（原价）,PA99027,哑光塑料封口膜,1.0,pc
值得拥有的套装5（原价）,DR02001,J起酥油,10.0,g
值得拥有的套装5（原价）,DR02002,炸鸡炸粉,15.0,g
值得拥有的套装5（原价）,FR01004,翅根,1.0,pc
值得拥有的套装5（原价）,SE05002,辣味粉,1.5,g
值得拥有的套装5（原价）,PA99035,小船盒,1.0,pc
免费百事可乐饮品 - 仅限新开门店,PA99001,16A 冷杯,1.0,pc
免费百事可乐饮品 - 仅限新开门店,PA99027,哑光塑料封口膜,1.0,pc
免费百事可乐饮品 - 仅限新开门店,BE01004,百事可乐原味,25.0,g
免费百事可乐饮品 - 仅限新开门店,PA99024,PLA尖头吸管,1.0,pc
全鸡,DR02001,起酥油,10.0,g
全鸡,PA99017,五合一汉堡纸,1.0,pc
全鸡,SE01001,腌泡粉,15.0,g
全鸡,PA99023,手套,1.0,pc
全鸡,DR02002,炸鸡炸粉,10.0,g
全鸡,SA01008,辣椒酱（大包）,30.0,g
全鸡,SA01009,番茄酱（大包）,30.0,g
全鸡,CK01001,整鸡,1.0,pc
全鸡,PA99016,托盘纸,1.0,pc
全鸡,SE05001,BBQ酱,15.0,g
冠军套餐2（LINE MAN）,PA99001,16A 冷杯,1.0,pc
冠军套餐2（LINE MAN）,BE01004,百事可乐原味,25.0,g
冠军套餐2（LINE MAN）,PA99024,PLA尖头吸管,1.0,pc
冠军套餐2（LINE MAN）,SE05002,辣味粉,10.0,g
冠军套餐2（LINE MAN）,DR02001,起酥油,10.0,g
冠军套餐2（LINE MAN）,PA99023,手套,1.0,pc
冠军套餐2（LINE MAN）,FR01004,翅根,10.0,pc
冠军套餐2（LINE MAN）,DR02002,炸鸡炸粉,10.0,g
冠军套餐3（LINE MAN）,SA02001,沙拉酱,30.0,g
冠军套餐3（LINE MAN）,SE05002,辣味粉,10.0,g
冠军套餐3（LINE MAN）,PA99017,五合一汉堡纸,2.0,pc
冠军套餐3（LINE MAN）,DR02001,起酥油,10.0,g
冠军套餐3（LINE MAN）,PA99023,手套,1.0,pc
冠军套餐3（LINE MAN）,FR01001,无骨方腿腿肉汉堡用,2.0,pc
冠军套餐3（LINE MAN）,DR02002,炸鸡炸粉,10.0,g
冠军套餐3（LINE MAN）,MK01019,生菜,30.0,g
冠军套餐3（LINE MAN）,FR03001,8寸面饼,1.0,pc
冠军套餐3（LINE MAN）,PA99001,16A 冷杯,1.0,pc
冠军套餐3（LINE MAN）,BE01004,百事可乐原味,25.0,g
冠军套餐3（LINE MAN）,PA99024,PLA尖头吸管,1.0,pc
冠军套餐3（LINE MAN）,CK01002,鸡块,5.0,pc
冠军套餐3（LINE MAN）,PA99018,打包袋 (小号),1.0,pc
冠军套餐3（LINE MAN）,SA01013,番茄酱（小包）,1.0,pc
冠军套餐3（LINE MAN）,PA99013,小纸袋,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,DR01002,香米,70.0,g
劳动节优惠-照烧脆皮鸡肉饭,DR02001,J起酥油,15.0,g
劳动节优惠-照烧脆皮鸡肉饭,DR02002,炸鸡炸粉,30.0,g
劳动节优惠-照烧脆皮鸡肉饭,FR01002,手枪腿,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,MK01003,玉米粒,20.0,g
劳动节优惠-照烧脆皮鸡肉饭,MK01019,生菜,20.0,g
劳动节优惠-照烧脆皮鸡肉饭,SA02001,沙拉酱,15.0,g
劳动节优惠-照烧脆皮鸡肉饭,SE01001,腌泡粉,5.0,g
劳动节优惠-照烧脆皮鸡肉饭,SA01008,辣椒酱（大包）,40.0,g
劳动节优惠-照烧脆皮鸡肉饭,SA01009,番茄酱（大包）,40.0,g
劳动节优惠-照烧脆皮鸡肉饭,DR07003,Teriyaki Sauce,20.0,g
劳动节优惠-照烧脆皮鸡肉饭,BE01004,百事可乐原味,50.0,g
劳动节优惠-照烧脆皮鸡肉饭,FR01003,鸡腿,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,FR02001,薯条细款7mm,300.0,g
劳动节优惠-照烧脆皮鸡肉饭,MK01016,Jauaa酱,40.0,g
劳动节优惠-照烧脆皮鸡肉饭,MK01020,黄瓜片,20.0,g
劳动节优惠-照烧脆皮鸡肉饭,PA01006,酱料盒（堂食）,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99001,16A 冷杯,2.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99006,中薯盒,2.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99016,托盘纸,2.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99023,一次性手套,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99024,PLA尖头吸管,2.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99027,哑光塑料封口膜,2.0,pc
劳动节优惠-照烧脆皮鸡肉饭,SE05002,辣味粉,10.0,g
劳动节优惠-照烧脆皮鸡肉饭,DR06002,盐,1.0,g
劳动节优惠-照烧脆皮鸡肉饭,PA99018,打包袋 (小号),1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,SA01013,番茄酱（小包）,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,SA01010,辣椒酱（小包）,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,PA99005,外卖筒形薯盒,1.0,pc
劳动节优惠-照烧脆皮鸡肉饭,BE01001,百事零度,25.0,g
华莱士盒,PA99001,16A 冷杯,1.0,pc
华莱士盒,BE01004,百事可乐原味,25.0,g
华莱士盒,PA99024,PLA尖头吸管,1.0,pc
华莱士盒,PA99027,哑光塑料封口膜,1.0,pc
华莱士盒,DR02001,起酥油,55.0,g
华莱士盒,SE01001,腌泡粉,20.0,g
华莱士盒,PA99023,手套,2.0,pc
华莱士盒,FR05001,十块鸡,2.0,pc
华莱士盒,DR02002,炸鸡炸粉,20.0,g
华莱士盒,SA01008,甜辣酱（大包）,30.0,g
华莱士盒,SA01009,番茄酱（大包）,35.0,g
华莱士盒,PA99016,托盘纸,3.0,pc
华莱士盒,PA99006,中薯盒,1.0,pc
华莱士盒,FR02001,薯条细款7mm,150.0,g
华莱士盒,DR06002,盐,1.0,g
华莱士盒,PA99018,打包袋 (小号),1.0,pc
华莱士盒,SA01013,番茄酱（小包）,1.0,pc
华莱士盒,SA01010,辣椒酱（小包）,1.0,pc
华莱士盒,PA99005,外卖筒形薯盒,1.0,pc
华莱士盒,CK01002,鸡块,5.0,pc
华莱士盒,SA01001,甜辣酱（大包）,5.0,g
华莱士盒,PA99035,小船盒,1.0,pc
单人份饱,PA99001,16A 冷杯,1.0,pc
单人份饱,BE01004,百事可乐原味,25.0,g
单人份饱,PA99024,PLA尖头吸管,1.0,pc
单人份饱,PA99027,哑光塑料封口膜,1.0,pc
单人份饱,PA99006,中薯盒,1.0,pc
单人份饱,FR02001,薯条细款7mm,150.0,g
单人份饱,DR02001,起酥油,20.0,g
单人份饱,SA01008,甜辣酱（大包）,20.0,g
单人份饱,SA01009,番茄酱（大包）,20.0,g
单人份饱,DR06002,盐,1.0,g
单人份饱,PA99018,打包袋 (小号),1.0,pc
单人份饱,SA01013,番茄酱（小包）,1.0,pc
单人份饱,SA01010,辣椒酱（小包）,1.0,pc
单人份饱,PA99005,外卖筒形薯盒,1.0,pc
单人份饱,PA99016,托盘纸,2.0,pc
单人份饱,SA02001,沙拉酱,15.0,g
单人份饱,SE05002,辣味粉,10.0,g
单人份饱,PA99017,五合一汉堡纸,1.0,pc
单人份饱,PA99023,手套,1.0,pc
单人份饱,FR01001,无骨方腿腿肉汉堡用,1.0,pc
单人份饱,DR02002,炸鸡炸粉,10.0,g
单人份饱,DR01001,汉堡面包,1.0,pc
单人份饱,MK01019,生菜,15.0,g
单人餐 6,MK01020,黄瓜片,20.0,g
单人餐 6,PA01006,酱料盒（堂食）,1.0,pc
单人餐 6,SE05002,辣味粉,10.0,g
单人餐 6,FR01003,鸡腿,1.0,pc
单人餐 6,PA99006,中薯盒,1.0,pc
单人餐 6,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
单人餐 6,FR02001,薯条细款7mm,150.0,g
单人餐 6,DR02001,起酥油,10.0,g
单人餐 6,PA99001,16A 冷杯,2.0,pc
单人餐 6,BE01004,百事可乐原味,50.0,g
单人餐 6,SA01008,甜辣酱（大包）,10.0,g
单人餐 6,DR01002,香米,150.0,g
单人餐 6,MK01016,香辣蘸料,40.0,g
单人餐 6,DR02002,炸鸡炸粉,10.0,g
单人餐 6,PA01002,塑料碗盒（方盒）,1.0,pc
单人餐 6,PA99024,PLA尖头吸管,2.0,pc
单人餐 6,PA99027,哑光塑料封口膜,2.0,pc
单人餐 6,PA99016,托盘纸,1.0,pc
单人餐 6,SA01009,番茄酱（大包）,10.0,g
单人餐 6,PA99023,手套,1.0,pc
双主套,BE01001,百事零度,1.0,g
双主套,PA99001,16A 冷杯,1.0,pc
双主套,PA99024,PLA尖头吸管,1.0,pc
双主套,PA99020,单杯袋,1.0,pc
双主套,PA99027,哑光塑料封口膜,1.0,pc
双主套,PA99006,中薯盒,1.0,pc
双主套,FR02001,薯条细款7mm,150.0,g
双主套,DR02001,起酥油,55.0,g
双主套,SA01008,甜辣酱（大包）,60.0,g
双主套,SA01009,番茄酱（大包）,60.0,g
双主套,DR06002,盐,1.0,g
双主套,PA99018,打包袋 (小号),2.0,pc
双主套,SA01013,番茄酱（小包）,1.0,pc
双主套,SA01010,辣椒酱（小包）,1.0,pc
双主套,PA99005,外卖筒形薯盒,1.0,pc
双主套,PA99016,托盘纸,3.0,pc
双主套,SE01001,腌泡粉,10.0,g
双主套,PA99023,手套,3.0,pc
双主套,BE01004,百事可乐原味,25.0,g
双主套,FR05001,十块鸡,1.0,pc
双主套,DR02002,炸鸡炸粉,20.0,g
双主套,SA02001,沙拉酱,15.0,g
双主套,SE05002,辣味粉,10.0,g
双主套,PA99017,五合一汉堡纸,1.0,pc
双主套,FR01001,无骨方腿腿肉汉堡用,1.0,pc
双主套,DR01001,汉堡面包,1.0,pc
双主套,MK01019,生菜,15.0,g
双主套,PA99008,4#全鸡袋,1.0,pc
双主套,PA99025,一次性餐包,1.0,pc
双主套,CK01002,鸡块,5.0,pc
双主套,PA99014,大薯袋,1.0,pc
双主套,SA01003,甜辣酱（小包）,1.0,pc
双主套,PA99012,小号方底袋,1.0,pc
双主套,SA01004,番茄酱 （小包）,1.0,pc
双主套,CK02004,肉丁（原味米花）,12.0,pc
双主套,PA99003,鸡米花盒,1.0,pc
双主套,PA99034,食安封签,1.0,pc
双主套,SE05001,BBQ酱,15.0,g
双主套,BE02002,橙C粉,12.0,g
双主套,BE01002,百事七喜,1.0,g
双主套,BE01003,百事立顿红茶,1.0,g
双主套,FR03001,8寸面饼,1.0,pc
双人套餐,SA02001,沙拉酱,30.0,g
双人套餐,PA99017,五合一汉堡纸,2.0,pc
双人套餐,FR03001,8寸面饼,1.0,pc
双人套餐,SA01009,番茄酱（大包）,10.0,g
双人套餐,MK01019,生菜,30.0,g
双人套餐,PA99016,托盘纸,1.0,pc
双人套餐,SE05002,辣味粉,10.0,g
双人套餐,DR02001,起酥油,10.0,g
双人套餐,PA99023,手套,1.0,pc
双人套餐,FR01001,无骨方腿腿肉汉堡用,2.0,pc
双人套餐,DR02002,炸鸡炸粉,10.0,g
双人套餐,SA01008,辣椒酱（大包）,10.0,g
双人套餐,CK02004,肉丁（原味米花）,12.0,pc
双人套餐,PA99003,鸡米花盒,1.0,pc
双人套餐,SA01001,甜辣酱（大包）,10.0,g
双人套餐,SA01002,番茄酱（大包）,10.0,g
双人套餐,CK01002,鸡块,5.0,pc
双人套餐,PA99006,中薯盒,1.0,pc
双人套餐,FR02001,薯条细款7mm,150.0,g
双人套餐,DR06002,盐,1.0,g
双人套餐,PA99001,16A 冷杯,2.0,pc
双人套餐,BE01004,百事可乐原味,50.0,g
双人套餐,PA99024,PLA尖头吸管,2.0,pc
双人派对套装（旧）,DR02001,起酥油,10.0,g
双人派对套装（旧）,CK02003,鸡棒,5.0,pc
双人派对套装（旧）,SA01013,番茄酱（小包）,1.0,pc
双人派对套装（旧）,SA01010,辣椒酱（小包）,1.0,pc
双人派对套装（旧）,PA99013,小纸袋,1.0,pc
双人派对套装（旧）,PA99008,4#全鸡袋,1.0,pc
双人派对套装（旧）,PA99025,一次性餐包,1.0,pc
双人派对套装（旧）,CK01002,鸡块,1.0,pc
双人派对套装（旧）,SA01003,甜辣酱（小包）,1.0,pc
双人派对套装（旧）,PA99012,小号方底袋,1.0,pc
双人派对套装（旧）,SA01004,番茄酱 （小包）,1.0,pc
双人派对套装（旧）,SE05002,辣味粉,10.0,g
双人派对套装（旧）,FR01003,鸡腿,2.0,pc
双人派对套装（旧）,PA99020,单杯袋,4.0,pc
双人派对套装（旧）,DR02002,炸鸡炸粉,10.0,g
双人派对套装（旧）,PA99026,木勺,1.0,pc
双人派对套装（旧）,PA01007,玉米杯,1.0,pc
双人派对套装（旧）,MK01003,玉米粒,120.0,g
双人派对套装（旧）,PA01008,玉米杯盖,1.0,pc
双人派对套装（旧）,FR01004,翅根,2.0,pc
双人派对套装（旧）,SE01001,腌泡粉,10.0,g
双人派对套装（旧）,FR05001,十块鸡,2.0,pc
双人派对套装（旧）,PA99001,16A 冷杯,4.0,pc
双人派对套装（旧）,BE01004,百事可乐原味,100.0,g
双人派对套装（旧）,PA99024,PLA尖头吸管,4.0,pc
双人派对套装（旧）,PA99027,哑光塑料封口膜,4.0,pc
双人派对套餐,DR02001,起酥油,10.0,g
双人派对套餐,CK02003,鸡棒,5.0,pc
双人派对套餐,SA01013,番茄酱（小包）,1.0,pc
双人派对套餐,SA01010,辣椒酱（小包）,1.0,pc
双人派对套餐,PA99013,小纸袋,1.0,pc
双人派对套餐,PA99008,4#全鸡袋,1.0,pc
双人派对套餐,PA99025,一次性餐包,1.0,pc
双人派对套餐,CK01002,鸡块,1.0,pc
双人派对套餐,SA01003,甜辣酱（小包）,1.0,pc
双人派对套餐,PA99012,小号方底袋,1.0,pc
双人派对套餐,SA01004,番茄酱 （小包）,1.0,pc
双人派对套餐,SE05002,辣味粉,10.0,g
双人派对套餐,FR01003,鸡腿,2.0,pc
双人派对套餐,PA99020,单杯袋,4.0,pc
双人派对套餐,DR02002,炸鸡炸粉,10.0,g
双人派对套餐,PA99026,木勺,1.0,pc
双人派对套餐,PA01007,玉米杯,1.0,pc
双人派对套餐,MK01003,玉米粒,120.0,g
双人派对套餐,PA01008,玉米杯盖,1.0,pc
双人派对套餐,FR01004,翅根,2.0,pc
双人派对套餐,SE01001,腌泡粉,10.0,g
双人派对套餐,FR05001,十块鸡,2.0,pc
双人派对套餐,PA99001,16A 冷杯,4.0,pc
双人派对套餐,BE01004,百事可乐原味,100.0,g
双人派对套餐,PA99024,PLA尖头吸管,4.0,pc
双人派对套餐,PA99027,哑光塑料封口膜,4.0,pc
双鸡套餐,PA99020,单杯袋,2.0,pc
双鸡套餐,PA99001,16A 冷杯,2.0,pc
双鸡套餐,BE01004,百事可乐原味,125.0,g
双鸡套餐,PA99024,PLA尖头吸管,2.0,pc
双鸡套餐,PA99027,哑光塑料封口膜,2.0,pc
双鸡套餐,PA99006,中薯盒,1.0,pc
双鸡套餐,FR02001,薯条细款7mm,150.0,g
双鸡套餐,DR02001,起酥油,55.0,g
双鸡套餐,SA01008,甜辣酱（大包）,70.0,g
双鸡套餐,SA01009,番茄酱（大包）,70.0,g
双鸡套餐,DR06002,盐,1.0,g
双鸡套餐,PA99018,打包袋 (小号),1.0,pc
双鸡套餐,SA01013,番茄酱（小包）,1.0,pc
双鸡套餐,SA01010,辣椒酱（小包）,1.0,pc
双鸡套餐,PA99005,外卖筒形薯盒,1.0,pc
双鸡套餐,PA99016,托盘纸,2.0,pc
双鸡套餐,SE01001,腌泡粉,30.0,g
双鸡套餐,PA99023,手套,3.0,pc
双鸡套餐,FR05001,十块鸡,3.0,pc
双鸡套餐,DR02002,炸鸡炸粉,30.0,g
双鸡套餐,CK02004,肉丁（原味米花）,12.0,pc
双鸡套餐,PA99003,鸡米花盒,1.0,pc
双鸡套餐,BE02002,橙C粉,12.0,g
双鸡套餐,BE01003,百事立顿红茶,1.0,g
双鸡套餐,PA99008,4#全鸡袋,1.0,pc
双鸡套餐,PA99025,一次性餐包,1.0,pc
双鸡套餐,CK01002,鸡块,5.0,pc
双鸡套餐,PA99014,大薯袋,1.0,pc
双鸡套餐,SA01003,甜辣酱（小包）,1.0,pc
双鸡套餐,PA99012,小号方底袋,1.0,pc
双鸡套餐,SA01004,番茄酱 （小包）,1.0,pc
双鸡套餐,BE02005,荔枝味粉,14.0,g
双鸡套餐,BE01001,百事零度,2.0,g
双鸡套餐,BE02001,泰式奶茶粉,12.0,g
双鸡套餐,PA99015,500PP杯（U型）,1.0,pc
双鸡套餐,BE01002,百事七喜,1.0,g
合艾狂热 1,DR02001,J起酥油,10.0,g
合艾狂热 1,FR01005,翅中,1.0,pc
合艾狂热 1,SA01001,甜辣酱（大包）,1.0,g
合艾狂热 1,SE05002,辣味粉,2.0,g
合艾狂热 1,PA99035,小船盒,1.0,pc
合艾狂热 1,DR05001,炸洋葱,2.0,g
合艾狂热 1,SA01009,番茄酱（大包）,1.0,g
合艾狂热 1,PA99020,单杯袋,1.0,pc
合艾狂热 1,PA99001,16A 冷杯,1.0,pc
合艾狂热 1,BE01004,百事可乐原味,25.0,g
合艾狂热 1,PA99024,PLA尖头吸管,1.0,pc
合艾狂热 1,PA99027,哑光塑料封口膜,1.0,pc
合艾狂热 1,BE02005,荔枝味粉,14.0,g
合艾狂热 1,BE01003,百事立顿红茶,1.0,g
合艾狂热 2,SE05002,辣味粉,10.0,g
合艾狂热 3,SE05002,辣味粉,10.0,g
合艾狂热 4,SE05002,辣味粉,10.0,g
周一特惠 - 紫薯脆波波,DE01008,芋头红薯汤圆,2.0,pc
周一特惠 - 紫薯脆波波,DR02001,起酥油,20.0,g
周一特惠 - 紫薯脆波波,PA99003,鸡米花盒,2.0,pc
周一特惠 - 紫薯脆波波,PA99016,托盘纸,2.0,pc
周一特惠 - 紫薯脆波波,SA01009,番茄酱（大包）,20.0,g
周一特惠 - 紫薯脆波波,SA01008,甜辣酱（大包）,20.0,g
周三促销 - 辣鸡卷买一送一,SA02001,沙拉酱,30.0,g
周三促销 - 辣鸡卷买一送一,PA99017,五合一汉堡纸,2.0,pc
周三促销 - 辣鸡卷买一送一,FR03001,8寸面饼,2.0,pc
周三促销 - 辣鸡卷买一送一,SA01009,番茄酱（大包）,20.0,g
周三促销 - 辣鸡卷买一送一,MK01019,生菜,30.0,g
周三促销 - 辣鸡卷买一送一,PA99016,托盘纸,2.0,pc
周三促销 - 辣鸡卷买一送一,PA99023,手套,2.0,pc
周三促销 - 辣鸡卷买一送一,FR01001,无骨方腿腿肉汉堡用,2.0,pc
周三促销 - 辣鸡卷买一送一,DR02002,炸鸡炸粉,20.0,g
周三促销 - 辣鸡卷买一送一,SA01008,甜辣酱（大包）,20.0,g
周三促销 - 辣鸡卷买一送一,DR02001,起酥油,20.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,DR02001,J起酥油,50.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,DR02002,炸鸡炸粉,26.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,FR01005,翅中,3.0,pc
周二促销 - 炸鸡爱好者（经典脆皮鸡）,SA01001,甜辣酱（大包）,3.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,SE01001,腌泡粉,26.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,SE05001,BBQ酱,6.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,SA01009,番茄酱（大包）,23.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,PA99023,手套,2.0,pc
周二促销 - 炸鸡爱好者（经典脆皮鸡）,FR05001,十块鸡,2.0,pc
周二促销 - 炸鸡爱好者（经典脆皮鸡）,SA01008,甜辣酱（大包）,20.0,g
周二促销 - 炸鸡爱好者（经典脆皮鸡）,PA99016,托盘纸,2.0,pc
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,DR02001,J起酥油,50.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,DR02002,炸鸡炸粉,26.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,FR01005,翅中,3.0,pc
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,SA01001,甜辣酱（大包）,3.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,SE01001,腌泡粉,26.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,SE05001,BBQ酱,6.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,SA01009,番茄酱（大包）,23.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,PA99023,手套,2.0,pc
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,BE01004,百事可乐原味,50.0,g
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,FR05001,十块鸡,2.0,pc
周二特惠 - 炸鸡爱好者（香辣脆皮鸡）,SA01008,甜辣酱（大包）,20.0,g
周四特惠 - 买一送一薯条,PA99006,中薯盒,2.0,pc
周四特惠 - 买一送一薯条,FR02001,薯条细款7mm,300.0,g
周四特惠 - 买一送一薯条,DR02001,起酥油,20.0,g
周四特惠 - 买一送一薯条,SA01008,甜辣酱（大包）,20.0,g
周四特惠 - 买一送一薯条,SA01009,番茄酱（大包）,20.0,g
周四特惠 - 买一送一薯条,DR06002,盐,2.0,g
周四特惠 - 买一送一薯条,PA99018,打包袋 (小号),2.0,pc
周四特惠 - 买一送一薯条,SA01013,番茄酱（小包）,2.0,pc
周四特惠 - 买一送一薯条,SA01010,辣椒酱（小包）,2.0,pc
周四特惠 - 买一送一薯条,PA99005,外卖筒形薯盒,2.0,pc
周四特惠 - 买一送一薯条,PA99016,托盘纸,2.0,pc
品牌周年庆 1 (买一送一),SA02001,沙拉酱,30.0,g
品牌周年庆 1 (买一送一),PA99017,五合一汉堡纸,2.0,pc
品牌周年庆 1 (买一送一),FR03001,8寸面饼,2.0,pc
品牌周年庆 1 (买一送一),FR01001,无骨方腿腿肉汉堡用,2.0,pc
品牌周年庆 1 (买一送一),SA01009,番茄酱（大包）,10.0,g
品牌周年庆 1 (买一送一),MK01019,生菜,30.0,g
品牌周年庆 1 (买一送一),PA99016,托盘纸,1.0,pc
品牌周年庆 1 (买一送一),PA99006,中薯盒,2.0,pc
品牌周年庆 1 (买一送一),FR02001,薯条细款7mm,300.0,g
品牌周年庆 1 (买一送一),DR02001,起酥油,10.0,g
品牌周年庆 1 (买一送一),SA01008,辣椒酱（大包）,10.0,g
品牌周年庆 1 (买一送一),DR06002,盐,2.0,g
品牌周年庆 1 (买一送一),CK02004,肉丁（原味米花）,24.0,pc
品牌周年庆 1 (买一送一),PA99003,鸡米花盒,2.0,pc
品牌周年庆 1 (买一送一),PA99018,打包袋 (小号),1.0,pc
品牌周年庆 1 (买一送一),SA01013,番茄酱（小包）,1.0,pc
四分之一腿肉饭套餐,BE01003,百事立顿红茶,1.0,g
四分之一腿肉饭套餐,PA99001,16A 冷杯,2.0,pc
四分之一腿肉饭套餐,PA99020,单杯袋,1.0,pc
四分之一腿肉饭套餐,PA99024,PLA尖头吸管,2.0,pc
四分之一腿肉饭套餐,PA99027,哑光塑料封口膜,2.0,pc
四分之一腿肉饭套餐,PA99019,打包袋 (大号),1.0,pc
四分之一腿肉饭套餐,PA99025,一次性餐包,1.0,pc
四分之一腿肉饭套餐,MK01020,黄瓜片,20.0,g
四分之一腿肉饭套餐,PA01006,酱料盒（堂食）,1.0,pc
四分之一腿肉饭套餐,SE05002,辣味粉,10.0,g
四分之一腿肉饭套餐,FR01003,鸡腿,1.0,pc
四分之一腿肉饭套餐,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
四分之一腿肉饭套餐,FR02001,薯条细款7mm,150.0,g
四分之一腿肉饭套餐,DR02001,起酥油,10.0,g
四分之一腿肉饭套餐,BE01004,百事可乐原味,25.0,g
四分之一腿肉饭套餐,SA01008,甜辣酱（大包）,10.0,g
四分之一腿肉饭套餐,DR01002,香米,150.0,g
四分之一腿肉饭套餐,MK01016,香辣蘸料,40.0,g
四分之一腿肉饭套餐,DR02002,炸鸡炸粉,10.0,g
四分之一腿肉饭套餐,PA01002,塑料碗盒（方盒）,1.0,pc
四分之一腿肉饭套餐,PA99005,外卖筒形薯盒,1.0,pc
四分之一腿肉饭套餐,PA99016,托盘纸,1.0,pc
四分之一腿肉饭套餐,SA01009,番茄酱（大包）,10.0,g
四分之一腿肉饭套餐,BE02002,橙C粉,12.0,g
四分之一腿肉饭套餐,BE01001,百事零度,1.0,g
四分之一腿肉饭套餐,FR01002,手枪腿,1.0,pc
四分之一腿肉饭套餐,MK01003,玉米粒,20.0,g
四分之一腿肉饭套餐,PA01005,酱料盒（外卖）,1.0,pc
四分之一腿肉饭套餐,SA02001,沙拉酱,15.0,g
四分之一腿肉饭套餐,SE05001,BBQ酱,10.0,g
四分之一腿肉饭套餐,VE00004,生菜,20.0,g
四分之一腿肉饭套餐,BE02001,泰式奶茶粉,12.0,g
四分之一腿肉饭套餐,PA99015,500PP杯（U型）,1.0,pc
套餐7 - 香辣脆皮鸡,PA99008,4#全鸡袋,1.0,pc
套餐7 - 香辣脆皮鸡,FR01005,翅中,2.0,pc
套餐7 - 香辣脆皮鸡,PA99025,一次性餐包,1.0,pc
套餐7 - 香辣脆皮鸡,SE05002,辣味粉,10.0,g
套餐7 - 香辣脆皮鸡,DR02001,起酥油,10.0,g
套餐7 - 香辣脆皮鸡,FR01004,翅根,2.0,pc
套餐7 - 香辣脆皮鸡,DR02002,炸鸡炸粉,10.0,g
套餐7 - 香辣脆皮鸡,PA99019,打包袋 (大号),1.0,pc
套餐7 - 香辣脆皮鸡,PA99009,8号方底袋,1.0,pc
套餐7 - 香辣脆皮鸡,SE01001,腌泡粉,25.0,g
套餐7 - 香辣脆皮鸡,BE01004,百事可乐原味,25.0,g
套餐7 - 香辣脆皮鸡,FR05001,十块鸡,1.0,pc
套餐7 - 香辣脆皮鸡,SA01013,番茄酱（小包）,1.0,pc
套餐7 - 香辣脆皮鸡,SA01010,辣椒酱（小包）,1.0,pc
套餐7 - 香辣脆皮鸡,SA02001,沙拉酱,15.0,g
套餐7 - 香辣脆皮鸡,PA99034,食安封签,1.0,pc
套餐7 - 香辣脆皮鸡,DR01001,汉堡面包,1.0,pc
套餐7 - 香辣脆皮鸡,PA99017,五合一汉堡纸,1.0,pc
套餐7 - 香辣脆皮鸡,FR01001,无骨方腿腿肉汉堡用,1.0,pc
套餐7 - 香辣脆皮鸡,MK01019,生菜,15.0,g
套餐7 - 香辣脆皮鸡,SE05001,BBQ酱,15.0,g
套餐7 - 香辣脆皮鸡,PA99020,单杯袋,1.0,pc
套餐7 - 香辣脆皮鸡,PA99001,16A 冷杯,1.0,pc
套餐7 - 香辣脆皮鸡,PA99024,PLA尖头吸管,1.0,pc
套餐7 - 香辣脆皮鸡,PA99027,哑光塑料封口膜,1.0,pc
实惠满足 5,DR02001,J起酥油,10.0,g
实惠满足 5,DR02002,炸鸡炸粉,15.0,g
实惠满足 5,FR01004,翅根,1.0,pc
实惠满足 5,SE05002,辣味粉,1.5,g
实惠满足 5,PA99035,小船盒,1.0,pc
实惠满足 5,FR01005,翅中,1.0,pc
