商品名称,物品编号,物品名称,单耗,单位
香脆鸡翅,SE05002,辣味粉,10.0,g
香脆鸡翅,DR02001,起酥油,10.0,g
香脆鸡翅,FR01004,翅根,2.0,pc
香脆鸡翅,PA99018,打包袋 (小号),1.0,pc
香脆鸡翅,DR02002,炸鸡炸粉,10.0,g
香辣香脆鸡肉卷,PA99008,4#全鸡袋,1.0,pc
香辣香脆鸡肉卷,FR03001,8寸面饼,1.0,pc
香辣香脆鸡肉卷,PA99019,打包袋 (大号),1.0,pc
香辣香脆鸡肉卷,PA99025,一次性餐包,1.0,pc
香辣香脆鸡肉卷,PA99017,五合一汉堡纸,1.0,pc
香辣香脆鸡肉卷,SA01003,甜辣酱（小包）,1.0,pc
香辣香脆鸡肉卷,DR02001,起酥油,10.0,g
香辣香脆鸡肉卷,FR01001,无骨方腿腿肉汉堡用,1.0,pc
香辣香脆鸡肉卷,SA01004,番茄酱 （小包）,1.0,pc
香辣香脆鸡肉卷,DR02002,炸鸡炸粉,10.0,g
香辣香脆鸡肉卷,MK01019,生菜,15.0,g
辣味鸡肉汉堡,PA99019,打包袋 (大号),1.0,pc
辣味鸡肉汉堡,SA02001,沙拉酱,15.0,g
辣味鸡肉汉堡,PA99025,一次性餐包,1.0,pc
辣味鸡肉汉堡,PA99034,食安封签,1.0,pc
辣味鸡肉汉堡,SE05002,辣味粉,10.0,g
辣味鸡肉汉堡,PA99017,五合一汉堡纸,1.0,pc
辣味鸡肉汉堡,DR02001,起酥油,10.0,g
辣味鸡肉汉堡,FR01001,无骨方腿腿肉汉堡用,1.0,pc
辣味鸡肉汉堡,SA01013,番茄酱（小包）,1.0,pc
辣味鸡肉汉堡,DR02002,炸鸡炸粉,10.0,g
辣味鸡肉汉堡,DR01001,汉堡面包,1.0,pc
辣味鸡肉汉堡,MK01019,生菜,15.0,g
辣味鸡肉汉堡,PA99008,4#全鸡袋,1.0,pc
辣味鸡肉汉堡,PA99018,打包袋 (小号),1.0,pc
香脆全鸡（半只）,PA99019,打包袋 (大号),1.0,pc
香脆全鸡（半只）,PA99025,一次性餐包,1.0,pc
香脆全鸡（半只）,PA99017,五合一汉堡纸,1.0,pc
香脆全鸡（半只）,SA01003,甜辣酱（小包）,1.0,pc
香脆全鸡（半只）,PA99009,8号方底袋,1.0,pc
香脆全鸡（半只）,DR02001,起酥油,10.0,g
香脆全鸡（半只）,SE01001,腌泡粉,10.0,g
香脆全鸡（半只）,SA01004,番茄酱 （小包）,1.0,pc
香脆全鸡（半只）,DR02002,炸鸡炸粉,10.0,g
香脆全鸡（半只）,CK01001,整鸡,0.5,pc
脆皮鸡腿饭,PA99019,打包袋 (大号),1.0,pc
脆皮鸡腿饭,PA99025,一次性餐包,1.0,pc
脆皮鸡腿饭,MK01020,黄瓜片,20.0,g
脆皮鸡腿饭,PA01006,酱料盒（堂食）,1.0,pc
脆皮鸡腿饭,SE05002,辣味粉,10.0,g
脆皮鸡腿饭,FR01003,鸡腿,1.0,pc
脆皮鸡腿饭,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
脆皮鸡腿饭,FR02001,薯条细款7mm,150.0,g
脆皮鸡腿饭,DR02001,起酥油,10.0,g
脆皮鸡腿饭,PA99001,16A 冷杯,1.0,pc
脆皮鸡腿饭,BE01004,百事可乐原味,25.0,g
脆皮鸡腿饭,SA01008,甜辣酱（大包）,10.0,g
脆皮鸡腿饭,DR01002,香米,150.0,g
脆皮鸡腿饭,MK01016,香辣蘸料,40.0,g
脆皮鸡腿饭,DR02002,炸鸡炸粉,10.0,g
脆皮鸡腿饭,PA01002,塑料碗盒（方盒）,1.0,pc
脆皮鸡腿饭,PA99024,PLA尖头吸管,1.0,pc
脆皮鸡腿饭,PA99027,哑光塑料封口膜,1.0,pc
脆皮鸡腿饭,PA99005,外卖筒形薯盒,1.0,pc
脆皮鸡腿饭,PA99016,托盘纸,1.0,pc
脆皮鸡腿饭,SA01009,番茄酱（大包）,10.0,g
百事可乐,PA99020,单杯袋,1.0,pc
百事可乐,PA99001,16A 冷杯,1.0,pc
百事可乐,BE01004,百事可乐原味,25.0,g
百事可乐,PA99024,PLA尖头吸管,1.0,pc
百事可乐,PA99027,哑光塑料封口膜,1.0,pc
爆浆玉米 买一送一！,PA99026,木勺,2.0,pc
爆浆玉米 买一送一！,PA01007,玉米杯,2.0,pc
爆浆玉米 买一送一！,MK01003,玉米粒,240.0,g
爆浆玉米 买一送一！,PA01008,玉米杯盖,2.0,pc
爆浆玉米 买一送一！,PA99001,16A 冷杯,1.0,pc
爆浆玉米 买一送一！,PA99024,PLA尖头吸管,1.0,pc
爆浆玉米 买一送一！,BE01002,百事七喜,25.0,g
爆浆玉米 买一送一！,PA99020,单杯袋,1.0,pc
香肠 0฿,PA99003,鸡米花盒,1.0,pc
香肠 0฿,DR02001,起酥油,10.0,g
香肠 0฿,CK01003,肉好多烤肠（鸡肉）,8.0,pc
香肠 0฿,SA01008,甜辣酱（大包）,10.0,g
香肠 0฿,PA99016,托盘纸,1.0,pc
香肠 0฿,SA01009,番茄酱（大包）,10.0,g
冰淇淋 0฿,DE03001,冰淇淋预伴粉巧克力,10.0,g
冰淇淋 0฿,DE01001,蛋筒冰淇淋,1.0,pc
冰淇淋 0฿,SP01001,冰淇淋紙套,1.0,pc
薯条 0฿,PA99006,中薯盒,1.0,pc
薯条 0฿,FR02001,薯条细款7mm,150.0,g
薯条 0฿,DR02001,起酥油,10.0,g
薯条 0฿,SA01008,甜辣酱（大包）,10.0,g
薯条 0฿,PA99016,托盘纸,1.0,pc
薯条 0฿,SA01009,番茄酱（大包）,10.0,g
紫薯爆米花（มันม่วง）,DE01008,,1.0,pc
紫薯爆米花（มันม่วง）,DR02001,起酥油,10.0,g
紫薯爆米花（มันม่วง）,PA99003,鸡米花盒,1.0,pc
紫薯爆米花（มันม่วง）,PA99016,托盘纸,1.0,pc
紫薯爆米花（มันม่วง）,SA01009,番茄酱（大包）,10.0,g
紫薯爆米花（มันม่วง）,SA01008,甜辣酱（大包）,10.0,g
鸡肉芝士球,FR01016,Chicken Cheese–Su Ball,5.0,pc
鸡肉芝士球,DR02001,起酥油,10.0,g
鸡肉芝士球,PA99003,鸡米花盒,1.0,pc
鸡肉芝士球,PA99016,托盘纸,1.0,pc
鸡肉芝士球,PA99023,手套,1.0,pc
鸡肉芝士球,SA01009,番茄酱（大包）,10.0,g
鸡肉芝士球,SA01008,甜辣酱（大包）,10.0,g
鸡肉芝士球（TH）,FR01016,Chicken Cheese–Su Ball,5.0,pc
鸡肉芝士球（TH）,DR02001,起酥油,10.0,g
鸡肉芝士球（TH）,PA99003,鸡米花盒,1.0,pc
鸡肉芝士球（TH）,PA99016,托盘纸,1.0,pc
鸡肉芝士球（TH）,PA99023,手套,1.0,pc
鸡肉芝士球（TH）,SA01009,番茄酱（大包）,10.0,g
鸡肉芝士球（TH）,SA01008,甜辣酱（大包）,10.0,g
米 15฿,DR04001,Jasmine Rice,150.0,g
米 15฿,PA02001,塑料叉勺 100pcs*20pack,1.0,pc
柠檬汁,BE02002,橙C粉,12.0,g
柠檬汁,PA99001,16A 冷杯,1.0,pc
柠檬汁,PA99024,PLA尖头吸管,1.0,pc
紫薯脆片,DE01008,,5.0,pc
紫薯脆片,DR02001,起酥油,10.0,g
紫薯脆片,PA99003,鸡米花盒,1.0,pc
紫薯脆片,PA99016,托盘纸,1.0,pc
紫薯脆片,SA01009,番茄酱（大包）,10.0,g
紫薯脆片,SA01008,甜辣酱（大包）,10.0,g
合艾炸鸡（中翅 8块）,FR01005,翅中,8.0,pc
合艾炸鸡（中翅 8块）,SE05002,辣味粉,10.0,g
合艾炸鸡（中翅 8块）,DR02001,起酥油,10.0,g
合艾炸鸡（中翅 8块）,PA99036,小餐盒,1.0,pc
合艾炸鸡（中翅 8块）,PA99016,托盘纸,1.0,pc
合艾炸鸡（中翅 8块）,PA99023,手套,1.0,pc
合艾炸鸡（中翅 8块）,MK01017,Chicken Sauce,10.0,g
合艾炸鸡（中翅 8块）,PA01005,Chicken Sauce Cup,1.0,pc
草莓汽水,PA99001,16A 冷杯,1.0,pc
草莓汽水,PA99024,PLA尖头吸管,1.0,pc
草莓汽水,BE01002,百事七喜,25.0,g
草莓汽水,PA99027,哑光塑料封口膜,1.0,pc
草莓汽水,DE02001,草莓果酱,30.0,g
โปรคู่จิ้น（炸鸡香脆巨无霸 + 烤鸡巨无霸）,PA99023,手套,1.0,pc
周一特惠 - 薯条買一送一,DR02001,起酥油,10.0,g
周一特惠 - 薯条買一送一,DR06002,盐,1.0,g
周一特惠 - 薯条買一送一,PA99006,中薯盒,2.0,pc
周一特惠 - 薯条買一送一,SA01009,番茄酱（大包）,10.0,g
周一特惠 - 薯条買一送一,SA01008,甜辣酱（大包）,10.0,g
周一特惠 - 薯条買一送一,FR02001,薯条细款7mm,300.0,g
周一特惠 - 鸡肉芝士球 2 盒 69,FR01016,Chicken Cheese–Su Ball,10.0,pc
周一特惠 - 鸡肉芝士球 2 盒 69,DR02001,起酥油,10.0,g
周一特惠 - 鸡肉芝士球 2 盒 69,PA99003,鸡米花盒,2.0,pc
周一特惠 - 鸡肉芝士球 2 盒 69,PA99016,托盘纸,1.0,pc
周一特惠 - 鸡肉芝士球 2 盒 69,PA99023,手套,1.0,pc
周一特惠 - 鸡肉芝士球 2 盒 69,SA01009,番茄酱（大包）,10.0,g
周一特惠 - 鸡肉芝士球 2 盒 69,SA01008,甜辣酱（大包）,10.0,g
โปรวันจันทร์ - มันม่วงป๊อบกรอบ 2 กล่อง 69,DE01008,,10.0,pc
โปรวันจันทร์ - มันม่วงป๊อบกรอบ 2 กล่อง 69,DR02001,起酥油,10.0,g
โปรวันจันทร์ - มันม่วงป๊อบกรอบ 2 กล่อง 69,PA99003,鸡米花盒,2.0,pc
โปรวันจันทร์ - มันม่วงป๊อบกรอบ 2 กล่อง 69,PA99016,托盘纸,1.0,pc
โปรวันจันทร์ - มันม่วงป๊อบกรอบ 2 กล่อง 69,SA01009,番茄酱（大包）,10.0,g
โปรวันจันทร์ - มันม่วงป๊อบกรอบ 2 กล่อง 69,SA01008,甜辣酱（大包）,10.0,g
一周年汉堡特价优惠,FR01001,无骨方腿腿肉汉堡用,1.0,pc
一周年汉堡特价优惠,SE05002,辣味粉,10.0,g
一周年汉堡特价优惠,DR02002,炸鸡炸粉,10.0,g
一周年汉堡特价优惠,SA02001,沙拉酱,15.0,g
一周年汉堡特价优惠,DR02001,起酥油,10.0,g
一周年汉堡特价优惠,MK01019,生菜,15.0,g
一周年汉堡特价优惠,PA99017,五合一汉堡纸,1.0,pc
一周年汉堡特价优惠,PA99019,打包袋 (大号),1.0,pc
一周年汉堡特价优惠,PA99025,一次性餐包,1.0,pc
一周年汉堡特价优惠,SA01004,番茄酱 （小包）,1.0,pc
一周年汉堡特价优惠,SA01003,甜辣酱（小包）,1.0,pc
一周年汉堡特价优惠,PA99023,手套,1.0,pc
周年庆：饮品特价优惠1年纪念,BE01004,百事可乐原味,25.0,g
周年庆：饮品特价优惠1年纪念,PA99001,16A 冷杯,1.0,pc
周年庆：饮品特价优惠1年纪念,PA99027,哑光塑料封口膜,1.0,pc
周年庆：饮品特价优惠1年纪念,PA99024,PLA尖头吸管,1.0,pc
周年庆：饮品特价优惠1年纪念,PA99020,单杯袋,1.0,pc
换购鸡肉棒（当购满200泰铢以上）,CK02003,鸡棒,5.0,pc
换购鸡肉棒（当购满200泰铢以上）,DR02001,起酥油,10.0,g
换购鸡肉棒（当购满200泰铢以上）,PA99013,小纸袋,1.0,pc
换购鸡肉棒（当购满200泰铢以上）,SA01009,番茄酱（大包）,10.0,g
换购鸡肉棒（当购满200泰铢以上）,SA01008,甜辣酱（大包）,10.0,g
换购鸡肉棒（当购满200泰铢以上）,PA99023,手套,1.0,pc
丰盛套餐 1 - 香辣酥脆鸡,PA99019,打包袋 (大号),1.0,pc
丰盛套餐 1 - 香辣酥脆鸡,PA99025,一次性餐包,1.0,pc
丰盛套餐 1 - 香辣酥脆鸡,PA99009,8号方底袋,1.0,pc
丰盛套餐 1 - 香辣酥脆鸡,DR02001,起酥油,10.0,g
丰盛套餐 1 - 香辣酥脆鸡,SE01001,腌泡粉,10.0,g
丰盛套餐 1 - 香辣酥脆鸡,BE01004,百事可乐原味,25.0,g
丰盛套餐 1 - 香辣酥脆鸡,FR05001,十块鸡,1.0,pc
丰盛套餐 1 - 香辣酥脆鸡,SA01013,番茄酱（小包）,1.0,pc
丰盛套餐 1 - 香辣酥脆鸡,DR02002,炸鸡炸粉,10.0,g
丰盛套餐 1 - 香辣酥脆鸡,SA01010,辣椒酱（小包）,1.0,pc
餐点满足套餐1-经典脆皮炸鸡,PA99019,打包袋 (大号),1.0,pc
餐点满足套餐1-经典脆皮炸鸡,PA99025,一次性餐包,1.0,pc
餐点满足套餐1-经典脆皮炸鸡,DR02001,起酥油,10.0,g
餐点满足套餐1-经典脆皮炸鸡,SE01001,腌泡粉,10.0,g
餐点满足套餐1-经典脆皮炸鸡,FR05001,十块鸡,2.0,pc
餐点满足套餐1-经典脆皮炸鸡,SA01013,番茄酱（小包）,1.0,pc
餐点满足套餐1-经典脆皮炸鸡,DR02002,炸鸡炸粉,10.0,g
餐点满足套餐1-经典脆皮炸鸡,SA01010,辣椒酱（小包）,1.0,pc
香辣脆皮鸡 1 份,DR02001,起酥油,10.0,g
香辣脆皮鸡 1 份,SE01001,腌泡粉,10.0,g
香辣脆皮鸡 1 份,PA99023,手套,1.0,pc
香辣脆皮鸡 1 份,BE01004,百事可乐原味,25.0,g
香辣脆皮鸡 1 份,FR05001,十块鸡,1.0,pc
香辣脆皮鸡 1 份,DR02002,炸鸡炸粉,10.0,g
香辣脆皮鸡 1 份,SA01008,甜辣酱（大包）,10.0,g
香辣脆皮鸡 1 份,SA01009,番茄酱（大包）,10.0,g
香辣脆皮鸡 5块,FR05001,十块鸡,5.0,pc
香辣脆皮鸡 5块,DR02001,起酥油,10.0,g
香辣脆皮鸡 5块,DR02002,炸鸡炸粉,10.0,g
香辣脆皮鸡 5块,SE01001,腌泡粉,10.0,g
香辣脆皮鸡 5块,PA99016,托盘纸,1.0,pc
香辣脆皮鸡 5块,PA99023,手套,1.0,pc
香辣脆皮鸡 5块,SA01009,番茄酱（大包）,10.0,g
香辣脆皮鸡 5块,SA01008,甜辣酱（大包）,10.0,g
经典炸鸡 5 块,FR05001,十块鸡,5.0,pc
经典炸鸡 5 块,DR02001,起酥油,10.0,g
经典炸鸡 5 块,DR02002,炸鸡炸粉,10.0,g
经典炸鸡 5 块,SE01001,腌泡粉,10.0,g
经典炸鸡 5 块,PA99016,托盘纸,1.0,pc
经典炸鸡 5 块,PA99023,手套,1.0,pc
经典炸鸡 5 块,SA01009,番茄酱（大包）,10.0,g
经典炸鸡 5 块,SA01008,甜辣酱（大包）,10.0,g
饱足挖掘6-香辣酥脆鸡,FR05001,十块鸡,2.0,pc
饱足挖掘6-香辣酥脆鸡,DR02001,起酥油,10.0,g
饱足挖掘6-香辣酥脆鸡,DR02002,炸鸡炸粉,10.0,g
饱足挖掘6-香辣酥脆鸡,DR06002,盐,1.0,g
饱足挖掘6-香辣酥脆鸡,BE01004,百事可乐原味,25.0,g
饱足挖掘6-香辣酥脆鸡,PA99016,托盘纸,1.0,pc
饱足挖掘6-香辣酥脆鸡,PA99023,手套,1.0,pc
饱足挖掘6-香辣酥脆鸡,SA01009,番茄酱（大包）,10.0,g
饱足挖掘6-香辣酥脆鸡,SA01008,甜辣酱（大包）,10.0,g
饱足挖掘6-香辣酥脆鸡,PA99006,中薯盒,1.0,pc
饱足挖掘6-香辣酥脆鸡,PA99001,16A 冷杯,1.0,pc
饱足挖掘6-香辣酥脆鸡,PA99027,哑光塑料封口膜,1.0,pc
饱足挖掘6-香辣酥脆鸡,PA99024,PLA尖头吸管,1.0,pc
饱足挖掘6-香辣酥脆鸡,PA99020,单杯袋,1.0,pc
饱足挖掘6-香辣酥脆鸡,FR02001,薯条细款7mm,150.0,g
超值3人餐-经典脆皮鸡（2块）,FR05001,十块鸡,2.0,pc
超值3人餐-经典脆皮鸡（2块）,DR02001,起酥油,10.0,g
超值3人餐-经典脆皮鸡（2块）,DR02002,炸鸡炸粉,10.0,g
超值3人餐-经典脆皮鸡（2块）,SE01001,腌泡粉,10.0,g
超值3人餐-经典脆皮鸡（2块）,PA99023,手套,1.0,pc
超值3人餐-经典脆皮鸡（2块）,SA01004,番茄酱 （小包）,1.0,pc
超值3人餐-经典脆皮鸡（2块）,SA01003,甜辣酱（小包）,1.0,pc
超值套餐4-香辣脆皮鸡（5块）,FR05001,十块鸡,5.0,pc
超值套餐4-香辣脆皮鸡（5块）,DR02001,起酥油,10.0,g
超值套餐4-香辣脆皮鸡（5块）,DR02002,炸鸡炸粉,10.0,g
超值套餐4-香辣脆皮鸡（5块）,PA99016,托盘纸,1.0,pc
超值套餐4-香辣脆皮鸡（5块）,PA99023,手套,1.0,pc
超值套餐4-香辣脆皮鸡（5块）,SA01009,番茄酱（大包）,10.0,g
超值套餐4-香辣脆皮鸡（5块）,SA01008,甜辣酱（大包）,10.0,g
超值四人餐 - 经典脆皮鸡（5块）,FR05001,十块鸡,5.0,pc
超值四人餐 - 经典脆皮鸡（5块）,DR02001,起酥油,10.0,g
超值四人餐 - 经典脆皮鸡（5块）,DR02002,炸鸡炸粉,10.0,g
超值四人餐 - 经典脆皮鸡（5块）,SE01001,腌泡粉,10.0,g
超值四人餐 - 经典脆皮鸡（5块）,PA99016,托盘纸,1.0,pc
超值四人餐 - 经典脆皮鸡（5块）,PA99023,手套,1.0,pc
超值四人餐 - 经典脆皮鸡（5块）,SA01009,番茄酱（大包）,10.0,g
超值四人餐 - 经典脆皮鸡（5块）,SA01008,甜辣酱（大包）,10.0,g
[Flash Menu] White day 鸡块,CK01002,鸡块,5.0,pc
[Flash Menu] White day 鸡块,DR02001,起酥油,10.0,g
[Flash Menu] White day 鸡块,PA99013,小纸袋,1.0,pc
[Flash Menu] White day 鸡块,PA99016,托盘纸,1.0,pc
[Flash Menu] White day 鸡块,SA01009,番茄酱（大包）,10.0,g
[Flash Menu] White day 鸡块,SA01008,甜辣酱（大包）,10.0,g
[Flash Menu] White day 鸡块,PA99023,手套,1.0,pc
[flash menu]  white day - ชิกเก้นสติ๊ก,CK02003,鸡棒,5.0,pc
[flash menu]  white day - ชิกเก้นสติ๊ก,DR02001,起酥油,10.0,g
[flash menu]  white day - ชิกเก้นสติ๊ก,PA99013,小纸袋,1.0,pc
[flash menu]  white day - ชิกเก้นสติ๊ก,SA01009,番茄酱（大包）,10.0,g
[flash menu]  white day - ชิกเก้นสติ๊ก,SA01008,甜辣酱（大包）,10.0,g
[flash menu]  white day - ชิกเก้นสติ๊ก,PA99023,手套,1.0,pc
[flash menu]  white day - ชิกเก้นสติ๊ก,PA99016,托盘纸,1.0,pc
[flash menu] white day - ไก่ป๊อบ,CK02004,肉丁（原味米花）,12.0,pc
[flash menu] white day - ไก่ป๊อบ,DR02001,起酥油,10.0,g
[flash menu] white day - ไก่ป๊อบ,PA99023,手套,1.0,pc
[flash menu] white day - 法式薯条,DR02001,起酥油,10.0,g
[flash menu] white day - 法式薯条,DR06002,盐,1.0,g
[flash menu] white day - 法式薯条,FR02001,薯条细款7mm,150.0,g
[flash menu] white day -  它是紫色的脆脆爆米花,PA99003,鸡米花盒,1.0,pc
[flash menu] white day -  它是紫色的脆脆爆米花,PA99016,托盘纸,1.0,pc
[flash menu] white day -  它是紫色的脆脆爆米花,SA01009,番茄酱（大包）,10.0,g
[flash menu] white day -  它是紫色的脆脆爆米花,SA01008,甜辣酱（大包）,10.0,g
[flash menu] white day -  它是紫色的脆脆爆米花,SA01004,番茄酱 （小包）,1.0,pc
[flash menu] white day -  它是紫色的脆脆爆米花,SA01003,甜辣酱（小包）,1.0,pc
[flash menu] white day -  它是紫色的脆脆爆米花,PA99018,打包袋 (小号),1.0,pc
[flash menu] white day - 芝士鸡块,FR01016,Chicken Cheese–Su Ball,5.0,pc
[flash menu] white day - 芝士鸡块,DR02001,起酥油,10.0,g
[flash menu] white day - 芝士鸡块,PA99003,鸡米花盒,1.0,pc
[flash menu] white day - 芝士鸡块,PA99016,托盘纸,1.0,pc
[flash menu] white day - 芝士鸡块,PA99023,手套,1.0,pc
[flash menu] white day - 芝士鸡块,SA01009,番茄酱（大包）,10.0,g
[flash menu] white day - 芝士鸡块,SA01008,甜辣酱（大包）,10.0,g
周四特惠 - 巨无霸脆皮鸡,FR01002,手枪腿,1.0,pc
周四特惠 - 巨无霸脆皮鸡,DR02002,炸鸡炸粉,10.0,g
周四特惠 - 巨无霸脆皮鸡,DR02001,起酥油,10.0,g
周四特惠 - 巨无霸脆皮鸡,PA99017,五合一汉堡纸,1.0,pc
周四特惠 - 巨无霸脆皮鸡,PA99016,托盘纸,1.0,pc
周四特惠 - 巨无霸脆皮鸡,SA01009,番茄酱（大包）,10.0,g
周四特惠 - 巨无霸脆皮鸡,SA01008,甜辣酱（大包）,10.0,g
周四特惠 - 巨无霸脆皮鸡,PA99023,手套,1.0,pc
周四特惠 - 什锦烤鸡（大份）,FR01002,手枪腿,1.0,pc
周四特惠 - 什锦烤鸡（大份）,DR02002,炸鸡炸粉,10.0,g
周四特惠 - 什锦烤鸡（大份）,DR02001,起酥油,10.0,g
周四特惠 - 什锦烤鸡（大份）,PA99017,五合一汉堡纸,1.0,pc
周四特惠 - 什锦烤鸡（大份）,PA99016,托盘纸,1.0,pc
周四特惠 - 什锦烤鸡（大份）,SA01009,番茄酱（大包）,10.0,g
周四特惠 - 什锦烤鸡（大份）,SA01008,甜辣酱（大包）,10.0,g
周四特惠 - 什锦烤鸡（大份）,PA99023,手套,1.0,pc
整只Wallace烤鸡 旧价,CK01001,整鸡,1.0,pc
整只Wallace烤鸡 旧价,SE05001,BBQ酱,15.0,g
整只Wallace烤鸡 旧价,SE01001,腌泡粉,10.0,g
整只Wallace烤鸡 旧价,DR02001,起酥油,10.0,g
整只Wallace烤鸡 旧价,PA99017,五合一汉堡纸,1.0,pc
整只Wallace烤鸡 旧价,PA99007,铝箔全鸡袋,1.0,pc
整只Wallace烤鸡 旧价,PA99023,手套,1.0,pc
整只Wallace烤鸡 旧价,SA01009,番茄酱（大包）,10.0,g
整只Wallace烤鸡 旧价,SA01008,甜辣酱（大包）,10.0,g
脆皮半鸡,PA99017,五合一汉堡纸,1.0,pc
脆皮半鸡,DR02001,起酥油,10.0,g
脆皮半鸡,SE01001,腌泡粉,10.0,g
脆皮半鸡,PA99023,手套,1.0,pc
脆皮半鸡,SA01008,甜辣酱（大包）,10.0,g
脆皮半鸡,DR02002,炸鸡炸粉,10.0,g
脆皮半鸡,CK01001,整鸡,0.5,pc
脆皮半鸡,PA99016,托盘纸,1.0,pc
脆皮半鸡,SA01009,番茄酱（大包）,10.0,g
拿铁,PA03002,500ml咖啡杯盖_,1.0,pc
拿铁,MK01001,糖浆,30.0,g
拿铁,BE05001,咖啡豆（小）,12.0,g
拿铁,PA03001,500ml咖啡杯_,1.0,pc
拿铁,PA99024,PLA尖头吸管,1.0,pc
冬瓜柠檬茶,PA99015,500PP杯（U型）,1.0,pc
冬瓜柠檬茶,BE02004,南瓜味饮料粉,12.0,g
冬瓜柠檬茶,PA99024,PLA尖头吸管,1.0,pc
冬瓜柠檬茶,PA99027,哑光塑料封口膜,1.0,pc
荔枝果汁,BE02005,荔枝味饮料粉,12.0,g
荔枝果汁,PA99001,16A 冷杯,1.0,pc
荔枝果汁,PA99024,PLA尖头吸管,1.0,pc
荔枝果汁,PA99015,500PP杯（U型）,1.0,pc
荔枝果汁,PA99027,哑光塑料封口膜,1.0,pc
蒜香柠檬鸡桶,PA99023,手套,1.0,pc
香辣番茄鸡桶,PA99023,手套,1.0,pc
Sweet Potato Pop (มันม่วง) Delivery,PA99026,木勺,1.0,pc
Sweet Potato Pop (มันม่วง) Delivery,PA01007,玉米杯,1.0,pc
Sweet Potato Pop (มันม่วง) Delivery,DE01008,芋头红薯汤圆,5.0,pc
Sweet Potato Pop (มันม่วง) Delivery,PA01008,玉米杯盖,1.0,pc
[โปรเดิอด] 分店47 - 以优惠价换购香辣鸡肉汉堡,SE05002,辣味粉,10.0,g
[โปรเดิอด] 分店47 - 以优惠价换购香辣鸡肉汉堡,SA02001,沙拉酱,15.0,g
[โปรเดิอด] 分店47 - 以优惠价换购香辣鸡肉汉堡,DR01001,汉堡面包,1.0,pc
[โปรเดิอด] 分店47 - 以优惠价换购香辣鸡肉汉堡,PA99017,五合一汉堡纸,1.0,pc
[โปรเดิอด] 分店47 - 以优惠价换购香辣鸡肉汉堡,FR01007,鸡柳,1.0,pc
[โปรเดิอด] 分店47 - 以优惠价换购香辣鸡肉汉堡,MK01019,生菜,15.0,g
经典炸鸡 1 件,DR02001,起酥油,10.0,g
经典炸鸡 1 件,SE01001,腌泡粉,10.0,g
经典炸鸡 1 件,PA99023,手套,1.0,pc
经典炸鸡 1 件,FR05001,十块鸡,1.0,pc
经典炸鸡 1 件,DR02002,炸鸡炸粉,10.0,g
经典炸鸡 1 件,SA01008,甜辣酱（大包）,10.0,g
经典炸鸡 1 件,SA01009,番茄酱（大包）,10.0,g
经典炸鸡 1 件,PA99016,托盘纸,1.0,pc
经典脆皮炸鸡 2 块,DR02001,起酥油,10.0,g
经典脆皮炸鸡 2 块,SE01001,腌泡粉,10.0,g
经典脆皮炸鸡 2 块,PA99023,手套,1.0,pc
经典脆皮炸鸡 2 块,FR05001,十块鸡,1.0,pc
经典脆皮炸鸡 2 块,DR02002,炸鸡炸粉,10.0,g
经典脆皮炸鸡 2 块,SA01008,甜辣酱（大包）,10.0,g
经典脆皮炸鸡 2 块,SA01009,番茄酱（大包）,10.0,g
经典脆皮炸鸡 2 块,PA99016,托盘纸,1.0,pc
沃勒斯炸鸡,PA99023,手套,1.0,pc
沃勒斯炸鸡,FR05001,十块鸡,5.0,pc
沃勒斯炸鸡,DR02001,起酥油,10.0,g
沃勒斯炸鸡,SA01003,甜辣酱（小包）,1.0,pc
沃勒斯炸鸡,SA01004,番茄酱 （小包）,1.0,pc
沃勒斯炸鸡,DR02002,炸鸡炸粉,10.0,g
沃勒斯炸鸡,PA99012,小号方底袋,1.0,pc
沃勒斯炸鸡,PA99018,打包袋 (小号),1.0,pc
沃勒斯炸鸡,SE01001,腌泡粉,10.0,g
沃勒斯炸鸡,PA99013,小纸袋,1.0,pc
旧款巨无霸炸鸡,PA99001,16A 冷杯,1.0,pc
旧款巨无霸炸鸡,PA99024,PLA尖头吸管,1.0,pc
旧款巨无霸炸鸡,BE01002,百事七喜,25.0,g
旧款巨无霸炸鸡,PA99020,单杯袋,1.0,pc
旧款巨无霸炸鸡,PA99027,哑光塑料封口膜,1.0,pc
旧款巨无霸炸鸡,FR01002,手枪腿,1.0,pc
旧款巨无霸炸鸡,DR02001,起酥油,10.0,g
旧款巨无霸炸鸡,SA01008,辣椒酱（大包）,10.0,g
旧款巨无霸炸鸡,SA01009,番茄酱（大包）,10.0,g
旧款巨无霸炸鸡,DR02002,炸鸡炸粉,10.0,g
炸鸡腿,PA99008,4#全鸡袋,1.0,pc
炸鸡腿,SE05002,辣味粉,10.0,g
炸鸡腿,FR01003,鸡腿,1.0,pc
炸鸡腿,DR02001,起酥油,10.0,g
炸鸡腿,PA99023,手套,1.0,pc
炸鸡腿,SA01008,甜辣酱（大包）,10.0,g
炸鸡腿,DR02002,炸鸡炸粉,10.0,g
炸鸡腿,PA99013,小纸袋,1.0,pc
炸鸡腿,PA99016,托盘纸,1.0,pc
炸鸡腿,SA01009,番茄酱（大包）,10.0,g
脆鸡桶2（10只鸡翅）,SE05002,辣味粉,10.0,g
